index,Unnamed: 0,Nuclei_Location_Center_X,Nuclei_Location_Center_Y,Key,Target,Label,Metadata_Well,Image_Name
15,15,308.46902654867256,1319.2350049164208,16767/A01/1,1,young,A01,16767/A01/1/1@308.46902654867256x1319.2350049164208.png
16,16,1367.202887537994,1361.721124620061,16767/A01/1,1,young,A01,16767/A01/1/1@1367.202887537994x1361.721124620061.png
17,17,47.12008281573499,1418.3416149068323,16767/A01/1,1,young,A01,16767/A01/1/1@47.12008281573499x1418.3416149068323.png
18,18,595.7150916784203,1452.9055007052186,16767/A01/1,1,young,A01,16767/A01/1/1@595.7150916784203x1452.9055007052186.png
19,19,609.7284263959391,1570.1269035532996,16767/A01/1,1,young,A01,16767/A01/1/1@609.7284263959391x1570.1269035532996.png
20,20,900.6487341772151,1739.4612341772151,16767/A01/1,1,young,A01,16767/A01/1/1@900.6487341772151x1739.4612341772151.png
21,21,1992.2044854881267,1910.7625329815305,16767/A01/1,1,young,A01,16767/A01/1/1@1992.2044854881267x1910.7625329815305.png
22,22,327.7001067235859,1973.4578441835645,16767/A01/1,1,young,A01,16767/A01/1/1@327.7001067235859x1973.4578441835645.png
0,23,18.220973782771537,19.140449438202246,16767/A01/2,1,young,A01,16767/A01/2/1@18.220973782771537x19.140449438202246.png
1,24,1037.3008937437935,20.48162859980139,16767/A01/2,1,young,A01,16767/A01/2/1@1037.3008937437935x20.48162859980139.png
2,25,112.03586497890296,25.19198312236287,16767/A01/2,1,young,A01,16767/A01/2/1@112.03586497890296x25.19198312236287.png
3,26,417.1946697566628,28.31981460023175,16767/A01/2,1,young,A01,16767/A01/2/1@417.1946697566628x28.31981460023175.png
4,27,583.9111617312072,24.48974943052392,16767/A01/2,1,young,A01,16767/A01/2/1@583.9111617312072x24.48974943052392.png
5,28,770.6633858267717,26.873031496063,16767/A01/2,1,young,A01,16767/A01/2/1@770.6633858267717x26.873031496063.png
6,29,226.7724550898204,34.49301397205589,16767/A01/2,1,young,A01,16767/A01/2/1@226.7724550898204x34.49301397205589.png
7,30,519.4353205849269,42.04499437570304,16767/A01/2,1,young,A01,16767/A01/2/1@519.4353205849269x42.04499437570304.png
8,31,867.1529175050301,49.67605633802817,16767/A01/2,1,young,A01,16767/A01/2/1@867.1529175050301x49.67605633802817.png
9,32,338.40909090909093,47.29644268774704,16767/A01/2,1,young,A01,16767/A01/2/1@338.40909090909093x47.29644268774704.png
10,33,632.9893758300133,48.74767596281541,16767/A01/2,1,young,A01,16767/A01/2/1@632.9893758300133x48.74767596281541.png
11,34,299.0753880266075,52.54841093865484,16767/A01/2,1,young,A01,16767/A01/2/1@299.0753880266075x52.54841093865484.png
12,35,433.5370741482966,54.83567134268537,16767/A01/2,1,young,A01,16767/A01/2/1@433.5370741482966x54.83567134268537.png
13,36,555.9036585365853,60.49390243902439,16767/A01/2,1,young,A01,16767/A01/2/1@555.9036585365853x60.49390243902439.png
14,37,934.145421903052,60.46140035906642,16767/A01/2,1,young,A01,16767/A01/2/1@934.145421903052x60.46140035906642.png
15,38,457.1574642126789,59.85889570552147,16767/A01/2,1,young,A01,16767/A01/2/1@457.1574642126789x59.85889570552147.png
16,39,1015.4199192462988,52.59668012561687,16767/A01/2,1,young,A01,16767/A01/2/1@1015.4199192462988x52.59668012561687.png
17,40,269.35228539576366,71.8149386845039,16767/A01/2,1,young,A01,16767/A01/2/1@269.35228539576366x71.8149386845039.png
18,41,716.4209115281501,70.35478105451296,16767/A01/2,1,young,A01,16767/A01/2/1@716.4209115281501x70.35478105451296.png
19,42,656.730870712401,74.64841688654353,16767/A01/2,1,young,A01,16767/A01/2/1@656.730870712401x74.64841688654353.png
20,43,334.6906211936663,76.00730816077953,16767/A01/2,1,young,A01,16767/A01/2/1@334.6906211936663x76.00730816077953.png
21,44,831.8813559322034,83.58380414312617,16767/A01/2,1,young,A01,16767/A01/2/1@831.8813559322034x83.58380414312617.png
22,45,414.7239263803681,89.16564417177914,16767/A01/2,1,young,A01,16767/A01/2/1@414.7239263803681x89.16564417177914.png
23,46,373.5059523809524,90.11428571428571,16767/A01/2,1,young,A01,16767/A01/2/1@373.5059523809524x90.11428571428571.png
24,47,550.368700265252,88.72413793103448,16767/A01/2,1,young,A01,16767/A01/2/1@550.368700265252x88.72413793103448.png
25,48,231.58916478555304,88.81828442437923,16767/A01/2,1,young,A01,16767/A01/2/1@231.58916478555304x88.81828442437923.png
26,49,476.40590111642746,95.29824561403508,16767/A01/2,1,young,A01,16767/A01/2/1@476.40590111642746x95.29824561403508.png
27,50,974.053356282272,94.16006884681585,16767/A01/2,1,young,A01,16767/A01/2/1@974.053356282272x94.16006884681585.png
28,51,897.657237936772,94.87354409317804,16767/A01/2,1,young,A01,16767/A01/2/1@897.657237936772x94.87354409317804.png
29,52,173.57236126224157,100.67899891186072,16767/A01/2,1,young,A01,16767/A01/2/1@173.57236126224157x100.67899891186072.png
30,53,37.359095193213946,101.97078228086713,16767/A01/2,1,young,A01,16767/A01/2/1@37.359095193213946x101.97078228086713.png
31,54,643.0529032258064,108.27225806451612,16767/A01/2,1,young,A01,16767/A01/2/1@643.0529032258064x108.27225806451612.png
32,55,589.1767109295199,107.00715015321757,16767/A01/2,1,young,A01,16767/A01/2/1@589.1767109295199x107.00715015321757.png
33,56,100.83666666666667,122.665,16767/A01/2,1,young,A01,16767/A01/2/1@100.83666666666667x122.665.png
34,57,515.0981481481482,115.52407407407408,16767/A01/2,1,young,A01,16767/A01/2/1@515.0981481481482x115.52407407407408.png
35,58,617.2933634992459,124.52941176470588,16767/A01/2,1,young,A01,16767/A01/2/1@617.2933634992459x124.52941176470588.png
36,59,692.0098231827112,127.34970530451866,16767/A01/2,1,young,A01,16767/A01/2/1@692.0098231827112x127.34970530451866.png
37,60,340.5277554304103,129.83829444891393,16767/A01/2,1,young,A01,16767/A01/2/1@340.5277554304103x129.83829444891393.png
38,61,747.5707814269535,123.56625141562854,16767/A01/2,1,young,A01,16767/A01/2/1@747.5707814269535x123.56625141562854.png
39,62,254.6779411764706,130.55588235294118,16767/A01/2,1,young,A01,16767/A01/2/1@254.6779411764706x130.55588235294118.png
40,63,485.3559718969555,134.89227166276348,16767/A01/2,1,young,A01,16767/A01/2/1@485.3559718969555x134.89227166276348.png
41,64,848.9424860853433,138.1094619666048,16767/A01/2,1,young,A01,16767/A01/2/1@848.9424860853433x138.1094619666048.png
42,65,234.49740932642487,142.60103626943004,16767/A01/2,1,young,A01,16767/A01/2/1@234.49740932642487x142.60103626943004.png
43,66,168.60440528634362,146.1022026431718,16767/A01/2,1,young,A01,16767/A01/2/1@168.60440528634362x146.1022026431718.png
44,67,442.979683972912,152.89277652370205,16767/A01/2,1,young,A01,16767/A01/2/1@442.979683972912x152.89277652370205.png
45,68,382.23047619047617,150.56,16767/A01/2,1,young,A01,16767/A01/2/1@382.23047619047617x150.56.png
46,69,518.2883018867924,154.19622641509434,16767/A01/2,1,young,A01,16767/A01/2/1@518.2883018867924x154.19622641509434.png
47,70,1021.2972027972028,156.54195804195805,16767/A01/2,1,young,A01,16767/A01/2/1@1021.2972027972028x156.54195804195805.png
48,71,316.3583180987203,161.40036563071297,16767/A01/2,1,young,A01,16767/A01/2/1@316.3583180987203x161.40036563071297.png
49,72,805.1243523316062,164.14922279792745,16767/A01/2,1,young,A01,16767/A01/2/1@805.1243523316062x164.14922279792745.png
50,73,410.633517495396,161.19705340699815,16767/A01/2,1,young,A01,16767/A01/2/1@410.633517495396x161.19705340699815.png
51,74,573.2729124236253,161.69348268839104,16767/A01/2,1,young,A01,16767/A01/2/1@573.2729124236253x161.69348268839104.png
52,75,258.2706013363029,166.24610244988864,16767/A01/2,1,young,A01,16767/A01/2/1@258.2706013363029x166.24610244988864.png
53,76,621.2666666666667,171.2627450980392,16767/A01/2,1,young,A01,16767/A01/2/1@621.2666666666667x171.2627450980392.png
54,77,50.53345070422535,174.07394366197184,16767/A01/2,1,young,A01,16767/A01/2/1@50.53345070422535x174.07394366197184.png
55,78,701.733552631579,179.5375,16767/A01/2,1,young,A01,16767/A01/2/1@701.733552631579x179.5375.png
56,79,776.2706093189964,183.38530465949825,16767/A01/2,1,young,A01,16767/A01/2/1@776.2706093189964x183.38530465949825.png
57,80,153.1705565529623,189.2262118491921,16767/A01/2,1,young,A01,16767/A01/2/1@153.1705565529623x189.2262118491921.png
58,81,895.5109343936382,186.2196819085487,16767/A01/2,1,young,A01,16767/A01/2/1@895.5109343936382x186.2196819085487.png
59,82,658.0186721991702,192.16182572614107,16767/A01/2,1,young,A01,16767/A01/2/1@658.0186721991702x192.16182572614107.png
60,83,348.36673346693385,199.76553106212424,16767/A01/2,1,young,A01,16767/A01/2/1@348.36673346693385x199.76553106212424.png
61,84,1347.1700154559503,192.38485316846987,16767/A01/2,1,young,A01,16767/A01/2/1@1347.1700154559503x192.38485316846987.png
62,85,1056.5271903323262,193.4425981873112,16767/A01/2,1,young,A01,16767/A01/2/1@1056.5271903323262x193.4425981873112.png
63,86,857.2171314741036,196.16733067729083,16767/A01/2,1,young,A01,16767/A01/2/1@857.2171314741036x196.16733067729083.png
64,87,434.1801715919924,198.14775977121067,16767/A01/2,1,young,A01,16767/A01/2/1@434.1801715919924x198.14775977121067.png
65,88,751.1969642211782,210.80881821467293,16767/A01/2,1,young,A01,16767/A01/2/1@751.1969642211782x210.80881821467293.png
66,89,196.89266547406083,209.6690518783542,16767/A01/2,1,young,A01,16767/A01/2/1@196.89266547406083x209.6690518783542.png
67,90,468.3679706601467,207.6039119804401,16767/A01/2,1,young,A01,16767/A01/2/1@468.3679706601467x207.6039119804401.png
68,91,302.6117647058824,211.8044817927171,16767/A01/2,1,young,A01,16767/A01/2/1@302.6117647058824x211.8044817927171.png
69,92,563.1030534351145,212.1793893129771,16767/A01/2,1,young,A01,16767/A01/2/1@563.1030534351145x212.1793893129771.png
70,93,247.69145569620247,213.60917721518987,16767/A01/2,1,young,A01,16767/A01/2/1@247.69145569620247x213.60917721518987.png
71,94,130.35771428571428,216.0068571428572,16767/A01/2,1,young,A01,16767/A01/2/1@130.35771428571428x216.0068571428572.png
72,95,673.3548387096774,219.4657258064516,16767/A01/2,1,young,A01,16767/A01/2/1@673.3548387096774x219.4657258064516.png
73,96,811.7348314606742,221.370786516854,16767/A01/2,1,young,A01,16767/A01/2/1@811.7348314606742x221.370786516854.png
74,97,47.40334572490706,224.09665427509293,16767/A01/2,1,young,A01,16767/A01/2/1@47.40334572490706x224.09665427509293.png
75,98,995.1710758377424,231.4250440917108,16767/A01/2,1,young,A01,16767/A01/2/1@995.1710758377424x231.4250440917108.png
76,99,1161.885998469778,229.4414690130069,16767/A01/2,1,young,A01,16767/A01/2/1@1161.885998469778x229.4414690130069.png
77,100,490.14166666666665,231.94166666666663,16767/A01/2,1,young,A01,16767/A01/2/1@490.14166666666665x231.94166666666663.png
78,101,442.159604519774,239.8771186440678,16767/A01/2,1,young,A01,16767/A01/2/1@442.159604519774x239.8771186440678.png
79,102,233.36305732484075,240.9469214437368,16767/A01/2,1,young,A01,16767/A01/2/1@233.36305732484075x240.9469214437368.png
80,103,551.3466850828729,248.26657458563537,16767/A01/2,1,young,A01,16767/A01/2/1@551.3466850828729x248.26657458563537.png
81,104,591.0276497695853,243.7615207373272,16767/A01/2,1,young,A01,16767/A01/2/1@591.0276497695853x243.7615207373272.png
82,105,837.9644808743169,242.4389799635701,16767/A01/2,1,young,A01,16767/A01/2/1@837.9644808743169x242.4389799635701.png
83,106,406.1927107061504,229.5498861047836,16767/A01/2,1,young,A01,16767/A01/2/1@406.1927107061504x229.5498861047836.png
84,107,785.369310793238,242.962288686606,16767/A01/2,1,young,A01,16767/A01/2/1@785.369310793238x242.962288686606.png
85,108,657.9174641148326,246.50956937799043,16767/A01/2,1,young,A01,16767/A01/2/1@657.9174641148326x246.50956937799043.png
86,109,346.21564885496184,253.71564885496184,16767/A01/2,1,young,A01,16767/A01/2/1@346.21564885496184x253.71564885496184.png
87,110,173.69366197183098,267.01408450704224,16767/A01/2,1,young,A01,16767/A01/2/1@173.69366197183098x267.01408450704224.png
88,111,240.7782178217822,266.970297029703,16767/A01/2,1,young,A01,16767/A01/2/1@240.7782178217822x266.970297029703.png
89,112,722.7172675521822,268.92220113851994,16767/A01/2,1,young,A01,16767/A01/2/1@722.7172675521822x268.92220113851994.png
90,113,959.7411764705882,270.3260504201681,16767/A01/2,1,young,A01,16767/A01/2/1@959.7411764705882x270.3260504201681.png
91,114,1072.8764415156506,275.82866556836905,16767/A01/2,1,young,A01,16767/A01/2/1@1072.8764415156506x275.82866556836905.png
92,115,596.7990043559428,287.90043559427505,16767/A01/2,1,young,A01,16767/A01/2/1@596.7990043559428x287.90043559427505.png
93,116,288.89326424870467,288.519170984456,16767/A01/2,1,young,A01,16767/A01/2/1@288.89326424870467x288.519170984456.png
94,117,479.43354918285536,292.70212765957444,16767/A01/2,1,young,A01,16767/A01/2/1@479.43354918285536x292.70212765957444.png
95,118,1254.0252252252253,290.53873873873874,16767/A01/2,1,young,A01,16767/A01/2/1@1254.0252252252253x290.53873873873874.png
96,119,881.4888268156425,291.8763966480447,16767/A01/2,1,young,A01,16767/A01/2/1@881.4888268156425x291.8763966480447.png
97,120,250.11809523809524,296.5028571428571,16767/A01/2,1,young,A01,16767/A01/2/1@250.11809523809524x296.5028571428571.png
98,121,193.6175298804781,298.54980079681275,16767/A01/2,1,young,A01,16767/A01/2/1@193.6175298804781x298.54980079681275.png
99,122,430.74542124542126,300.82234432234435,16767/A01/2,1,young,A01,16767/A01/2/1@430.74542124542126x300.82234432234435.png
100,123,332.3395282344532,303.53538241601143,16767/A01/2,1,young,A01,16767/A01/2/1@332.3395282344532x303.53538241601143.png
101,124,390.4104575163399,301.69738562091504,16767/A01/2,1,young,A01,16767/A01/2/1@390.4104575163399x301.69738562091504.png
102,125,83.04990757855822,306.5656192236599,16767/A01/2,1,young,A01,16767/A01/2/1@83.04990757855822x306.5656192236599.png
103,126,829.718204488778,301.30763999093176,16767/A01/2,1,young,A01,16767/A01/2/1@829.718204488778x301.30763999093176.png
104,127,549.4446529080675,317.3377110694184,16767/A01/2,1,young,A01,16767/A01/2/1@549.4446529080675x317.3377110694184.png
105,128,778.1292517006802,321.3840445269017,16767/A01/2,1,young,A01,16767/A01/2/1@778.1292517006802x321.3840445269017.png
106,129,927.6457242582896,323.73298429319374,16767/A01/2,1,young,A01,16767/A01/2/1@927.6457242582896x323.73298429319374.png
107,130,201.3166118421053,332.9975328947368,16767/A01/2,1,young,A01,16767/A01/2/1@201.3166118421053x332.9975328947368.png
108,131,1136.2427843803057,331.02037351443124,16767/A01/2,1,young,A01,16767/A01/2/1@1136.2427843803057x331.02037351443124.png
109,132,1004.1074249605056,330.40600315955766,16767/A01/2,1,young,A01,16767/A01/2/1@1004.1074249605056x330.40600315955766.png
110,133,1255.1918699186992,335.8341463414634,16767/A01/2,1,young,A01,16767/A01/2/1@1255.1918699186992x335.8341463414634.png
111,134,733.5586206896552,330.6866995073892,16767/A01/2,1,young,A01,16767/A01/2/1@733.5586206896552x330.6866995073892.png
112,135,676.9407166123779,339.47231270358304,16767/A01/2,1,young,A01,16767/A01/2/1@676.9407166123779x339.47231270358304.png
113,136,557.6940749697702,349.2938331318017,16767/A01/2,1,young,A01,16767/A01/2/1@557.6940749697702x349.2938331318017.png
114,137,121.48630887185104,351.1566265060241,16767/A01/2,1,young,A01,16767/A01/2/1@121.48630887185104x351.1566265060241.png
115,138,35.924324324324324,352.56396396396394,16767/A01/2,1,young,A01,16767/A01/2/1@35.924324324324324x352.56396396396394.png
116,139,1311.9309262166405,365.2668759811617,16767/A01/2,1,young,A01,16767/A01/2/1@1311.9309262166405x365.2668759811617.png
117,140,1499.1439144736842,367.547697368421,16767/A01/2,1,young,A01,16767/A01/2/1@1499.1439144736842x367.547697368421.png
118,141,1962.295652173913,367.1669565217391,16767/A01/2,1,young,A01,16767/A01/2/1@1962.295652173913x367.1669565217391.png
119,142,199.50980392156865,369.2847805788982,16767/A01/2,1,young,A01,16767/A01/2/1@199.50980392156865x369.2847805788982.png
120,143,456.39165911151406,371.4116047144152,16767/A01/2,1,young,A01,16767/A01/2/1@456.39165911151406x371.4116047144152.png
121,144,264.44994499449945,372.8965896589659,16767/A01/2,1,young,A01,16767/A01/2/1@264.44994499449945x372.8965896589659.png
122,145,365.3637264618434,374.32705649157583,16767/A01/2,1,young,A01,16767/A01/2/1@365.3637264618434x374.32705649157583.png
123,146,1098.0958904109589,373.94716242661445,16767/A01/2,1,young,A01,16767/A01/2/1@1098.0958904109589x373.94716242661445.png
124,147,164.29844097995544,372.1625835189309,16767/A01/2,1,young,A01,16767/A01/2/1@164.29844097995544x372.1625835189309.png
125,148,864.3526570048309,369.19082125603865,16767/A01/2,1,young,A01,16767/A01/2/1@864.3526570048309x369.19082125603865.png
126,149,413.10237388724033,382.3971315529179,16767/A01/2,1,young,A01,16767/A01/2/1@413.10237388724033x382.3971315529179.png
127,150,911.4835680751172,383.74178403755866,16767/A01/2,1,young,A01,16767/A01/2/1@911.4835680751172x383.74178403755866.png
128,151,1041.619153674833,386.2850779510022,16767/A01/2,1,young,A01,16767/A01/2/1@1041.619153674833x386.2850779510022.png
129,152,731.7945242613174,384.9162374627271,16767/A01/2,1,young,A01,16767/A01/2/1@731.7945242613174x384.9162374627271.png
130,153,975.888111888112,389.1818181818182,16767/A01/2,1,young,A01,16767/A01/2/1@975.888111888112x389.1818181818182.png
131,154,574.7014276846679,391.1576660459342,16767/A01/2,1,young,A01,16767/A01/2/1@574.7014276846679x391.1576660459342.png
132,155,120.92079207920791,393.6666666666667,16767/A01/2,1,young,A01,16767/A01/2/1@120.92079207920791x393.6666666666667.png
133,156,775.2941176470588,397.3393665158371,16767/A01/2,1,young,A01,16767/A01/2/1@775.2941176470588x397.3393665158371.png
134,157,605.953596287703,416.6368909512761,16767/A01/2,1,young,A01,16767/A01/2/1@605.953596287703x416.6368909512761.png
135,158,801.2589285714286,414.3616071428572,16767/A01/2,1,young,A01,16767/A01/2/1@801.2589285714286x414.3616071428572.png
136,159,30.244479495268138,419.5678233438486,16767/A01/2,1,young,A01,16767/A01/2/1@30.244479495268138x419.5678233438486.png
137,160,404.8646080760095,420.18052256532064,16767/A01/2,1,young,A01,16767/A01/2/1@404.8646080760095x420.18052256532064.png
138,161,903.5758241758242,419.7318681318681,16767/A01/2,1,young,A01,16767/A01/2/1@903.5758241758242x419.7318681318681.png
139,162,271.0551724137931,418.96321839080457,16767/A01/2,1,young,A01,16767/A01/2/1@271.0551724137931x418.96321839080457.png
140,163,852.5098436595251,422.13781123335264,16767/A01/2,1,young,A01,16767/A01/2/1@852.5098436595251x422.13781123335264.png
141,164,73.41245487364621,421.6561371841156,16767/A01/2,1,young,A01,16767/A01/2/1@73.41245487364621x421.6561371841156.png
142,165,657.9318181818181,421.6448863636364,16767/A01/2,1,young,A01,16767/A01/2/1@657.9318181818181x421.6448863636364.png
143,166,526.5318181818182,420.4340909090909,16767/A01/2,1,young,A01,16767/A01/2/1@526.5318181818182x420.4340909090909.png
144,167,371.7761707988981,422.56611570247935,16767/A01/2,1,young,A01,16767/A01/2/1@371.7761707988981x422.56611570247935.png
145,168,990.1308793456031,437.62372188139057,16767/A01/2,1,young,A01,16767/A01/2/1@990.1308793456031x437.62372188139057.png
146,169,1057.5668604651162,428.0494186046512,16767/A01/2,1,young,A01,16767/A01/2/1@1057.5668604651162x428.0494186046512.png
147,170,1153.0610561056103,432.93399339934,16767/A01/2,1,young,A01,16767/A01/2/1@1153.0610561056103x432.93399339934.png
148,171,484.1972534332085,442.07677902621725,16767/A01/2,1,young,A01,16767/A01/2/1@484.1972534332085x442.07677902621725.png
149,172,697.7687934301958,441.2564750473784,16767/A01/2,1,young,A01,16767/A01/2/1@697.7687934301958x441.2564750473784.png
150,173,313.71675531914894,450.0718085106383,16767/A01/2,1,young,A01,16767/A01/2/1@313.71675531914894x450.0718085106383.png
151,174,925.1921593830334,455.3123393316195,16767/A01/2,1,young,A01,16767/A01/2/1@925.1921593830334x455.3123393316195.png
152,175,532.6573426573426,453.7167832167832,16767/A01/2,1,young,A01,16767/A01/2/1@532.6573426573426x453.7167832167832.png
153,176,754.6274303730951,452.70520231213874,16767/A01/2,1,young,A01,16767/A01/2/1@754.6274303730951x452.70520231213874.png
154,177,380.9629268292682,456.5863414634146,16767/A01/2,1,young,A01,16767/A01/2/1@380.9629268292682x456.5863414634146.png
155,178,1351.1365935919057,456.3608768971332,16767/A01/2,1,young,A01,16767/A01/2/1@1351.1365935919057x456.3608768971332.png
156,179,242.17524115755623,458.0530546623794,16767/A01/2,1,young,A01,16767/A01/2/1@242.17524115755623x458.0530546623794.png
157,180,338.9815157116451,459.5286506469501,16767/A01/2,1,young,A01,16767/A01/2/1@338.9815157116451x459.5286506469501.png
158,181,801.318216175359,458.6560846560847,16767/A01/2,1,young,A01,16767/A01/2/1@801.318216175359x458.6560846560847.png
159,182,30.706013363028955,465.35412026726056,16767/A01/2,1,young,A01,16767/A01/2/1@30.706013363028955x465.35412026726056.png
160,183,1118.141997593261,464.7003610108303,16767/A01/2,1,young,A01,16767/A01/2/1@1118.141997593261x464.7003610108303.png
161,184,840.7827911857293,467.13641133263377,16767/A01/2,1,young,A01,16767/A01/2/1@840.7827911857293x467.13641133263377.png
162,185,1078.3731155778894,467.5866834170855,16767/A01/2,1,young,A01,16767/A01/2/1@1078.3731155778894x467.5866834170855.png
163,186,172.15151515151516,470.4227272727273,16767/A01/2,1,young,A01,16767/A01/2/1@172.15151515151516x470.4227272727273.png
164,187,431.5767955801105,475.753591160221,16767/A01/2,1,young,A01,16767/A01/2/1@431.5767955801105x475.753591160221.png
165,188,631.0514208389716,471.8452864230943,16767/A01/2,1,young,A01,16767/A01/2/1@631.0514208389716x471.8452864230943.png
166,189,1379.6574074074074,470.03333333333336,16767/A01/2,1,young,A01,16767/A01/2/1@1379.6574074074074x470.03333333333336.png
167,190,957.8048245614036,480.3673245614035,16767/A01/2,1,young,A01,16767/A01/2/1@957.8048245614036x480.3673245614035.png
168,191,708.5940347970173,478.827671913836,16767/A01/2,1,young,A01,16767/A01/2/1@708.5940347970173x478.827671913836.png
169,192,53.08507853403141,472.1479057591623,16767/A01/2,1,young,A01,16767/A01/2/1@53.08507853403141x472.1479057591623.png
170,193,1154.1925207756233,481.7624653739612,16767/A01/2,1,young,A01,16767/A01/2/1@1154.1925207756233x481.7624653739612.png
171,194,555.8144758735441,483.5848585690516,16767/A01/2,1,young,A01,16767/A01/2/1@555.8144758735441x483.5848585690516.png
172,195,274.29545454545456,483.2706611570248,16767/A01/2,1,young,A01,16767/A01/2/1@274.29545454545456x483.2706611570248.png
173,196,778.8894117647059,486.003137254902,16767/A01/2,1,young,A01,16767/A01/2/1@778.8894117647059x486.003137254902.png
174,197,394.6280373831776,487.61869158878505,16767/A01/2,1,young,A01,16767/A01/2/1@394.6280373831776x487.61869158878505.png
175,198,522.326375711575,491.134724857685,16767/A01/2,1,young,A01,16767/A01/2/1@522.326375711575x491.134724857685.png
176,199,195.98208469055373,491.49674267100977,16767/A01/2,1,young,A01,16767/A01/2/1@195.98208469055373x491.49674267100977.png
177,200,465.1742081447964,490.8201357466064,16767/A01/2,1,young,A01,16767/A01/2/1@465.1742081447964x490.8201357466064.png
178,201,341.87422680412374,492.9525773195877,16767/A01/2,1,young,A01,16767/A01/2/1@341.87422680412374x492.9525773195877.png
179,202,130.85040854808295,494.3746071653048,16767/A01/2,1,young,A01,16767/A01/2/1@130.85040854808295x494.3746071653048.png
180,203,236.96367763904647,500.71736662883086,16767/A01/2,1,young,A01,16767/A01/2/1@236.96367763904647x500.71736662883086.png
181,204,870.8117489986649,488.4886515353805,16767/A01/2,1,young,A01,16767/A01/2/1@870.8117489986649x488.4886515353805.png
182,205,1245.395038167939,507.5286259541985,16767/A01/2,1,young,A01,16767/A01/2/1@1245.395038167939x507.5286259541985.png
183,206,754.5156081808396,512.2691065662002,16767/A01/2,1,young,A01,16767/A01/2/1@754.5156081808396x512.2691065662002.png
184,207,1054.2040434294272,513.5248970423063,16767/A01/2,1,young,A01,16767/A01/2/1@1054.2040434294272x513.5248970423063.png
185,208,666.0445434298441,512.4877505567929,16767/A01/2,1,young,A01,16767/A01/2/1@666.0445434298441x512.4877505567929.png
186,209,911.0982048574446,515.4002111932418,16767/A01/2,1,young,A01,16767/A01/2/1@911.0982048574446x515.4002111932418.png
187,210,500.3478991596639,522.1243697478992,16767/A01/2,1,young,A01,16767/A01/2/1@500.3478991596639x522.1243697478992.png
188,211,1491.563182527301,518.4539781591263,16767/A01/2,1,young,A01,16767/A01/2/1@1491.563182527301x518.4539781591263.png
189,212,426.59642147117296,519.6679920477137,16767/A01/2,1,young,A01,16767/A01/2/1@426.59642147117296x519.6679920477137.png
190,213,82.78064516129032,522.2870967741935,16767/A01/2,1,young,A01,16767/A01/2/1@82.78064516129032x522.2870967741935.png
191,214,793.820895522388,520.8582089552239,16767/A01/2,1,young,A01,16767/A01/2/1@793.820895522388x520.8582089552239.png
192,215,546.4255765199161,535.1039832285115,16767/A01/2,1,young,A01,16767/A01/2/1@546.4255765199161x535.1039832285115.png
193,216,307.03484320557493,531.890243902439,16767/A01/2,1,young,A01,16767/A01/2/1@307.03484320557493x531.890243902439.png
194,217,612.8706896551724,534.8879310344828,16767/A01/2,1,young,A01,16767/A01/2/1@612.8706896551724x534.8879310344828.png
195,218,122.52295918367346,540.6352040816327,16767/A01/2,1,young,A01,16767/A01/2/1@122.52295918367346x540.6352040816327.png
196,219,1103.3728927848954,541.5414699932569,16767/A01/2,1,young,A01,16767/A01/2/1@1103.3728927848954x541.5414699932569.png
